,Player,position,sub_position,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh_df8,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches_x,Cmp_x,Att_x,Cmp%,TotDist_df10,PrgDist_df10,Cmp_x.1,Att_x.1,Cmp%.1,Cmp_x.2,Att_x.2,Cmp%.2,Cmp_x.3,Att_x.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3_df10,PPA,CrsPA,PrgP,Matches_y,Att_y,Live_df10,Dead,FK_y,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_y,Off,Blocksdf9,Matches_df8,SCA,SCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh_df4.1,Fld.1,Def.1,Matches_df4,Tkl,TklW,Def 3rd_df10,Mid 3rd_df10,Att 3rd_df10,Tkl.1,Att_df10,Tkl%,Lost,Blocks_df5,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches_df10,Touches,Def Pen,Def 3rd_df6,Mid 3rd_df6,Att 3rd_df6,Att Pen,Live_df6,Att_df6,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_df6,PrgDist_df6,PrgC,1/3_df6,CPA,Mis,Dis,Rec,PrgR,Matches_df6
13942,Kevin Mbabu,Defender,Right-Back,ch SUI,DF,Augsburg,de Bundesliga,28,1995,22.7,0,4,1,25,0.18,0.04,0,0,17.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,644,1020,63.1,11482,5396,288,365,78.9,274,419,65.4,69,167,41.3,2,1.9,3.9,0.1,20,64,30,20,84,Matches,1020,780,236,6,1,2,101,230,0,0,0,0,644,4,42,Matches,57,2.51,44,7,4,0,2,0,4,0.18,3,1,0,0,0,0,Matches,51,39,25,18,8,23,40,57.5,17,29,9,20,24,75,48,0,Matches,1315,70,314,573,451,31,1315,82,29,35.4,48,58.5,626,4024,1885,70,48,8,41,25,654,106,Matches
13961,Kevin Paredes,Midfield,Left Midfield,us USA,"FW,MF",Wolfsburg,de Bundesliga,20,2003,15.9,3,19,7,36.8,1.19,0.44,0.16,0.43,16.7,0,0,0,3,3,0.16,0,0,Matches,455,592,76.9,6756,2043,260,301,86.4,148,191,77.5,27,52,51.9,0,1.4,1.9,-1.4,17,29,17,5,50,Matches,592,542,49,8,0,2,33,40,1,0,1,0,455,1,21,Matches,46,2.89,35,0,4,2,5,0,5,0.31,5,0,0,0,0,0,Matches,42,21,22,13,7,20,34,58.8,14,27,2,25,23,65,26,0,Matches,809,24,180,325,311,35,809,40,14,35,19,47.5,478,2330,1043,34,24,8,34,17,527,112,Matches
13970,Kevin Schade,Attack,Right Winger,de GER,"FW,MF",Brentford,eng Premier League,21,2001,3.7,2,8,4,50,2.16,1.08,0.25,0.5,15.8,0,0,0,1.2,1.2,0.15,0.8,0.8,Matches,58,95,61.1,819,220,36,49,73.5,19,32,59.4,2,4,50,1,0.7,0.7,0.3,4,8,3,2,9,Matches,95,93,0,0,1,0,5,0,0,0,0,0,58,2,4,Matches,12,3.22,8,0,1,1,2,0,3,0.81,2,0,0,0,1,0,Matches,3,1,1,2,0,0,5,0,5,2,0,2,1,4,4,0,Matches,148,3,17,59,73,19,148,14,2,14.3,10,71.4,84,631,283,8,3,5,14,6,98,23,Matches
13998,Kevin Vogt,Defender,Centre-Back,de GER,DF,Hoffenheim,de Bundesliga,31,1991,14.7,0,2,1,50,0.14,0.07,0,0,18.8,0,0,0,0.7,0.7,0.34,-0.7,-0.7,Matches,813,939,86.6,17137,7528,237,252,94,413,460,89.8,146,201,72.6,0,0.1,0.4,-0.1,2,79,11,0,84,Matches,939,897,41,29,0,6,3,10,0,0,0,0,813,1,7,Matches,23,1.57,23,0,0,0,0,0,4,0.27,4,0,0,0,0,0,Matches,14,10,7,7,0,8,13,61.5,5,16,13,3,9,23,54,0,Matches,1051,89,474,539,43,1,1051,6,5,83.3,1,16.7,629,3294,1909,16,7,0,4,1,718,12,Matches
14000,Kevin Volland,Attack,Centre-Forward,de GER,"FW,MF",Union Berlin,de Bundesliga,31,1992,14.9,3,33,10,30.3,2.21,0.67,0.03,0.1,19.7,0,2,3,5.3,2.9,0.09,-2.3,-1.9,Matches,258,420,61.4,4382,1570,135,184,73.4,80,124,64.5,31,67,46.3,4,2.6,2.3,1.4,20,30,18,5,48,Matches,420,372,46,9,3,4,56,3,20,6,13,0,258,2,16,Matches,47,3.15,32,7,1,5,1,1,5,0.33,3,1,0,1,0,0,Matches,22,9,8,8,6,8,20,40,12,8,0,8,6,28,12,0,Matches,575,9,77,250,252,51,572,18,6,33.3,12,66.7,284,1145,394,14,9,8,35,22,387,96,Matches
14029,Khalil Fayad,Midfield,Central Midfield,fr FRA,"FW,MF",Montpellier,fr Ligue 1,19,2004,11.4,3,17,7,41.2,1.49,0.61,0.18,0.43,18.9,1,0,0,1.9,1.9,0.11,1.1,1.1,Matches,276,345,80,4324,1087,142,161,88.2,98,124,79,21,40,52.5,0,0.5,0.5,-0.5,8,31,4,1,35,Matches,345,333,10,4,1,4,13,4,0,0,0,0,276,2,6,Matches,19,1.67,10,0,0,2,6,1,0,0,0,0,0,0,0,0,Matches,28,15,17,7,4,9,22,40.9,13,15,3,12,14,42,6,0,Matches,473,12,95,242,139,24,473,23,10,43.5,11,47.8,338,1944,832,18,14,4,15,14,307,47,Matches
14042,Khvicha Kvaratskhelia,Attack,Left Winger,ge GEO,FW,Napoli,it Serie A,22,2001,30.4,11,128,45,35.2,4.21,1.48,0.09,0.24,18.8,4,0,0,11.1,11.1,0.09,-0.1,-0.1,Matches,965,1200,80.4,15513,2850,541,598,90.5,300,372,80.6,96,162,59.3,6,6.8,5.4,-0.8,63,46,34,2,89,Matches,1200,1110,86,17,6,30,99,22,45,27,12,0,965,4,22,Matches,155,5.1,80,15,26,16,14,4,16,0.53,6,0,3,3,3,1,Matches,42,21,11,19,12,15,49,30.6,34,15,1,14,13,55,9,0,Matches,1642,10,108,641,926,196,1642,220,101,45.9,98,44.5,1119,9260,4776,184,108,81,58,48,1296,266,Matches
14066,Kieran Trippier,Defender,Right-Back,eng ENG,DF,Newcastle Utd,eng Premier League,32,1990,24.8,1,8,2,25,0.32,0.08,0.13,0.5,23.8,4,0,0,0.7,0.7,0.08,0.3,0.3,Matches,1624,2130,76.2,29797,10999,693,783,88.5,728,874,83.3,187,382,49,10,7.5,7.1,2.5,65,111,52,19,157,Matches,2130,1705,418,109,1,12,212,197,112,42,38,8,1624,7,42,Matches,101,4.07,68,28,1,0,2,2,11,0.44,7,3,0,0,0,1,Matches,57,27,30,16,11,37,77,48.1,40,41,8,33,24,81,57,3,Matches,2344,96,732,969,665,36,2344,22,16,72.7,6,27.3,1078,4247,2049,34,37,5,20,9,1411,128,Matches
14072,Kike Barja,Attack,Right Winger,es ESP,"FW,MF",Osasuna,es La Liga,26,1997,3.4,0,4,2,50,1.19,0.59,0,0,14.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,83,114,72.8,1232,240,44,50,88,24,34,70.6,8,17,47.1,0,0.5,0.4,-0.5,5,0,6,3,8,Matches,114,110,4,1,0,0,23,1,2,2,0,0,83,0,3,Matches,12,3.56,9,0,1,1,1,0,1,0.3,1,0,0,0,0,0,Matches,6,2,2,2,2,3,8,37.5,5,2,1,1,2,8,2,0,Matches,165,5,15,55,98,14,165,22,11,50,8,36.4,109,712,357,17,8,5,17,7,128,41,Matches
14079,Kike Salas,Defender,Centre-Back,es ESP,DF,Sevilla,es La Liga,21,2002,17.8,3,16,5,31.3,0.9,0.28,0.19,0.6,12,0,0,0,0.8,0.8,0.05,2.2,2.2,Matches,794,1009,78.7,13465,4857,367,421,87.2,367,433,84.8,47,118,39.8,0,0.5,0.8,-0.5,5,54,6,2,61,Matches,1009,951,54,23,2,4,7,31,0,0,0,0,794,4,13,Matches,13,0.73,9,1,0,1,1,1,0,0,0,0,0,0,0,0,Matches,41,23,26,12,3,22,36,61.1,14,25,14,11,26,67,91,1,Matches,1237,106,554,570,122,33,1237,8,0,0,7,87.5,584,2361,1105,11,3,1,10,8,751,16,Matches
14096,Kiliann Sildillia,Defender,Right-Back,fr FRA,DF,Freiburg,de Bundesliga,21,2002,20.1,0,7,1,14.3,0.35,0.05,0,0,18.7,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,847,1167,72.6,15116,5689,394,459,85.8,338,452,74.8,100,197,50.8,1,0.8,1.6,0.2,11,61,19,12,70,Matches,1167,973,192,17,1,4,37,170,0,0,0,0,847,2,32,Matches,30,1.5,22,7,0,1,0,0,4,0.2,3,1,0,0,0,0,Matches,43,19,28,8,7,26,42,61.9,16,33,15,18,22,65,64,0,Matches,1412,113,470,709,250,22,1412,34,16,47.1,17,50,716,4057,1865,22,20,1,24,10,778,58,Matches
14111,Kingsley Coman,Attack,Right Winger,fr FRA,FW,Bayern Munich,de Bundesliga,27,1996,12.4,3,34,8,23.5,2.75,0.65,0.09,0.38,17.6,0,0,0,2.8,2.8,0.08,0.2,0.2,Matches,528,647,81.6,8358,1597,285,330,86.4,206,233,88.4,26,45,57.8,3,3.8,4.5,-0.8,29,19,41,8,72,Matches,647,630,13,1,1,5,60,6,3,0,0,0,528,4,19,Matches,63,5.09,50,0,6,4,3,0,7,0.57,6,0,0,1,0,0,Matches,12,7,5,3,4,9,17,52.9,8,15,1,14,2,14,5,0,Matches,802,4,75,220,513,93,802,67,29,43.3,32,47.8,560,4124,2204,75,35,35,26,22,661,210,Matches
14112,Kingsley Ehizibue,Defender,Right-Back,nl NED,DF,Udinese,it Serie A,28,1995,10.6,0,18,3,16.7,1.7,0.28,0,0,18.5,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches,175,257,68.1,2722,928,100,119,84,57,84,67.9,11,25,44,1,0.7,0.5,0.3,8,10,7,5,15,Matches,257,223,33,0,0,0,17,33,0,0,0,0,175,1,15,Matches,23,2.17,14,0,2,3,4,0,2,0.19,2,0,0,0,0,0,Matches,22,14,16,4,2,11,18,61.1,7,21,3,18,8,30,36,0,Matches,413,43,132,146,139,28,413,21,11,52.4,6,28.6,200,1268,596,18,10,7,17,10,198,44,Matches
14161,Klaus Gjasula,Midfield,Defensive Midfield,al ALB,"DF,MF",Darmstadt 98,de Bundesliga,33,1989,15.1,0,9,1,11.1,0.59,0.07,0,0,14.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,615,746,82.4,12270,4995,211,237,89,308,354,87,86,128,67.2,0,0.2,0.8,-0.2,6,58,13,3,70,Matches,746,732,11,11,1,6,7,0,0,0,0,0,615,3,10,Matches,14,0.92,12,1,0,0,0,1,0,0,0,0,0,0,0,0,Matches,44,22,18,25,1,17,30,56.7,13,26,14,12,19,63,42,2,Matches,921,81,379,465,78,12,921,5,3,60,2,40,462,2524,1196,8,8,0,7,6,560,7,Matches
14169,Ko Itakura,Defender,Centre-Back,jp JPN,"DF,MF",Gladbach,de Bundesliga,26,1997,17.7,3,21,7,33.3,1.18,0.39,0.14,0.43,15.7,0,0,0,1.3,1.3,0.06,1.7,1.7,Matches,798,910,87.7,14351,4876,305,336,90.8,422,454,93,60,98,61.2,0,0.2,0.6,-0.2,5,41,3,1,36,Matches,910,882,28,15,1,2,5,0,0,0,0,0,798,0,4,Matches,17,0.96,16,0,0,1,0,0,3,0.17,3,0,0,0,0,0,Matches,34,21,17,15,2,16,26,61.5,10,32,18,14,22,56,62,0,Matches,1110,142,522,523,74,29,1110,7,5,71.4,2,28.6,628,3177,1766,14,11,1,7,5,715,7,Matches
14185,Koffi Kouao,Defender,Right-Back,ci CIV,DF,Metz,fr Ligue 1,25,1998,9.6,0,5,1,20,0.52,0.1,0,0,21.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,317,401,79.1,5434,2296,155,176,88.1,129,157,82.2,28,56,50,2,1.5,0.7,0.5,6,23,7,4,29,Matches,401,317,81,6,0,1,16,75,0,0,0,0,317,3,7,Matches,13,1.36,8,2,0,1,1,1,2,0.21,1,0,0,1,0,0,Matches,20,13,12,7,1,11,17,64.7,6,9,6,3,13,33,38,1,Matches,511,52,188,231,100,8,511,10,8,80,2,20,293,1742,705,10,11,3,17,3,252,29,Matches
14190,Koke,Midfield,Central Midfield,es ESP,MF,Atl?tico Madrid,es La Liga,31,1992,27.7,0,10,2,20,0.36,0.07,0,0,21.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,2037,2263,90,33074,10659,1066,1117,95.4,724,790,91.6,174,242,71.9,4,3.6,3,0.4,26,196,33,1,212,Matches,2263,2183,67,64,14,31,11,2,1,0,1,0,2037,13,19,Matches,57,2.06,52,3,0,1,0,1,11,0.4,11,0,0,0,0,0,Matches,66,44,27,32,7,36,79,45.6,43,37,12,25,16,82,34,1,Matches,2482,82,594,1570,334,12,2482,11,5,45.5,6,54.5,1474,6016,2872,26,32,1,21,20,1899,26,Matches
14201,Koni De Winter,Defender,Centre-Back,be BEL,DF,Genoa,it Serie A,21,2002,26.4,0,11,1,9.1,0.42,0.04,0,0,9.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches,1122,1269,88.4,19280,6416,465,509,91.4,568,615,92.4,67,99,67.7,1,1,0.3,0,5,54,5,0,76,Matches,1269,1158,111,35,1,0,5,45,0,0,0,0,1122,0,14,Matches,24,0.91,20,1,0,2,0,1,3,0.11,1,0,0,2,0,0,Matches,44,25,26,13,5,21,31,67.7,10,30,10,20,21,65,78,0,Matches,1497,190,731,655,120,23,1497,9,7,77.8,2,22.2,853,4867,2480,21,13,1,25,10,913,15,Matches
14203,Konrad Laimer,Midfield,Central Midfield,at AUT,"DF,MF",Bayern Munich,de Bundesliga,26,1997,19.7,0,17,5,29.4,0.86,0.25,0,0,16.7,0,0,0,1,1,0.06,-1,-1,Matches,1294,1457,88.8,19611,5056,701,763,91.9,535,579,92.4,38,51,74.5,3,3.9,4.5,-0.9,24,104,26,7,127,Matches,1457,1339,113,24,4,5,31,83,4,0,0,0,1294,5,29,Matches,67,3.4,57,3,3,2,1,1,8,0.41,6,0,1,1,0,0,Matches,56,36,25,20,11,22,52,42.3,30,42,6,36,18,74,13,2,Matches,1671,37,315,893,482,49,1671,48,23,47.9,22,45.8,1008,5264,2893,62,56,17,27,17,1196,98,Matches
14265,Konstantinos Mavropanos,Defender,Centre-Back,gr GRE,DF,West Ham,eng Premier League,25,1997,16.7,1,12,2,16.7,0.72,0.12,0.08,0.5,9.3,0,0,0,1.2,1.2,0.1,-0.2,-0.2,Matches,482,635,75.9,9625,3911,155,179,86.6,266,303,87.8,53,131,40.5,0,0.2,0.1,-0.2,3,29,1,0,38,Matches,635,597,36,29,1,11,1,5,0,0,0,0,482,2,7,Matches,10,0.6,7,0,0,1,0,2,0,0,0,0,0,0,0,0,Matches,28,16,17,9,2,17,21,81,4,21,13,8,23,51,79,3,Matches,821,117,421,372,34,19,821,6,2,33.3,2,33.3,393,2338,1349,10,1,1,7,0,419,2,Matches
14350,Kristian Thorstvedt,Attack,Attacking Midfield,no NOR,MF,Sassuolo,it Serie A,24,1999,26.6,6,42,15,35.7,1.58,0.56,0.14,0.4,15.8,0,0,0,4.4,4.4,0.1,1.6,1.6,Matches,710,978,72.6,11390,3666,392,484,81,239,311,76.8,60,111,54.1,1,1.6,1.6,-0.6,36,85,15,2,130,Matches,978,957,20,13,0,8,26,2,5,2,2,0,710,1,28,Matches,80,3,66,1,3,4,3,3,4,0.15,1,0,0,1,1,1,Matches,40,22,7,28,5,22,44,50,22,25,9,16,21,61,36,0,Matches,1273,59,224,693,370,73,1273,38,15,39.5,19,50,680,3586,1729,30,36,5,55,38,859,94,Matches
14354,Kristijan Jakic,Midfield,Defensive Midfield,hr CRO,MF,Augsburg,de Bundesliga,26,1997,11.7,2,13,5,38.5,1.11,0.43,0.15,0.4,23.9,0,0,0,0.8,0.8,0.06,1.2,1.2,Matches,398,503,79.1,6984,2584,160,194,82.5,184,219,84,38,60,63.3,1,0.3,0.8,0.7,7,41,8,0,56,Matches,503,489,11,10,0,5,6,0,1,1,0,0,398,3,6,Matches,20,1.71,13,0,1,1,2,3,3,0.26,2,0,0,1,0,0,Matches,28,14,14,10,4,15,33,45.5,18,13,1,12,20,48,15,0,Matches,619,27,154,367,104,11,619,11,6,54.5,4,36.4,292,1427,624,11,6,2,8,13,329,10,Matches
14358,Kristjan Asllani,Midfield,Defensive Midfield,al ALB,MF,Inter,it Serie A,21,2002,8.7,1,15,4,26.7,1.72,0.46,0.07,0.25,27.1,1,0,0,0.6,0.6,0.04,0.4,0.4,Matches,662,744,89,12108,3064,296,306,96.7,284,302,94,78,120,65,2,1.1,0.8,0.9,8,47,4,1,32,Matches,744,685,56,23,2,4,35,1,32,12,10,0,662,3,6,Matches,19,2.18,13,4,1,1,0,0,5,0.57,4,1,0,0,0,0,Matches,7,2,3,4,0,2,11,18.2,9,9,3,6,11,18,8,0,Matches,813,19,197,483,136,3,813,5,3,60,2,40,547,2487,1030,5,7,0,6,3,636,8,Matches
14367,Kristoffer Ajer,Defender,Centre-Back,no NOR,DF,Brentford,eng Premier League,25,1998,20.4,2,12,4,33.3,0.59,0.2,0.17,0.5,9.9,0,0,0,1.3,1.3,0.11,0.7,0.7,Matches,610,810,75.3,10210,3786,291,337,86.4,263,332,79.2,45,103,43.7,1,2.3,2.7,-1.3,12,56,10,3,61,Matches,810,730,79,9,1,9,22,65,0,0,0,0,610,1,11,Matches,27,1.33,24,0,1,2,0,0,3,0.15,3,0,0,0,0,0,Matches,38,21,25,9,4,23,36,63.9,13,26,11,15,25,63,79,1,Matches,1042,112,430,457,158,58,1042,12,10,83.3,2,16.7,464,2367,1435,22,11,5,16,6,563,31,Matches
14401,Kurt Zouma,Defender,Centre-Back,fr FRA,DF,West Ham,eng Premier League,28,1994,31.5,3,16,7,43.8,0.51,0.22,0.19,0.43,9.1,0,0,0,1.8,1.8,0.12,1.2,1.2,Matches,962,1148,83.8,18843,6791,335,365,91.8,509,558,91.2,111,198,56.1,0,0.2,0.1,-0.2,4,57,1,0,53,Matches,1148,1096,50,39,1,28,0,3,0,0,0,0,962,2,10,Matches,13,0.41,11,0,0,1,1,0,2,0.06,2,0,0,0,0,0,Matches,23,17,14,9,0,10,16,62.5,6,38,28,10,29,52,160,0,Matches,1455,275,798,626,34,28,1455,3,2,66.7,1,33.3,794,3751,2019,7,5,1,13,3,873,1,Matches
14440,Kyle Walker,Defender,Right-Back,eng ENG,DF,Manchester City,eng Premier League,33,1990,30.7,0,16,3,18.8,0.52,0.1,0,0,29.4,1,0,0,0.4,0.4,0.02,-0.4,-0.4,Matches,2128,2404,88.5,36091,8306,992,1057,93.9,932,1020,91.4,166,246,67.5,4,2.6,3.2,1.4,25,199,32,13,157,Matches,2404,2162,241,33,6,20,59,208,0,0,0,0,2128,1,31,Matches,62,2.02,57,1,1,1,2,0,11,0.36,9,0,1,1,0,0,Matches,38,24,19,17,2,19,39,48.7,20,19,6,13,27,65,40,1,Matches,2613,77,526,1358,749,41,2613,35,21,60,11,31.4,1509,7514,4015,74,67,7,24,13,1925,172,Matches
14483,Lameck Banda,Attack,Left Winger,zm ZAM,FW,Lecce,it Serie A,22,2001,15,2,50,23,46,3.33,1.53,0.04,0.09,19.8,1,0,0,3.6,3.6,0.07,-1.6,-1.6,Matches,250,342,73.1,3877,745,137,160,85.6,88,113,77.9,15,41,36.6,4,1.9,1.2,2.1,24,12,17,9,22,Matches,342,325,15,2,1,2,51,4,9,5,2,0,250,2,14,Matches,62,4.14,30,4,15,11,1,1,3,0.2,2,1,0,0,0,0,Matches,27,23,11,12,4,7,21,33.3,14,18,0,18,3,30,7,0,Matches,602,2,75,231,315,61,602,99,42,42.4,50,50.5,414,3556,1752,70,34,34,57,29,404,136,Matches
14510,Largie Ramazani,Attack,Left Winger,be BEL,"FW,MF",Almer?a,es La Liga,22,2001,17.3,3,40,12,30,2.32,0.69,0.08,0.25,17.5,1,0,0,4.7,4.7,0.12,-1.7,-1.7,Matches,203,340,59.7,3265,1275,109,150,72.7,64,108,59.3,19,43,44.2,5,5.7,2.4,-0.7,26,26,16,2,42,Matches,340,331,7,1,4,2,32,3,1,1,0,0,203,2,17,Matches,57,3.29,36,1,7,7,5,1,10,0.58,7,0,2,0,1,0,Matches,12,7,5,6,1,6,26,23.1,20,16,2,14,34,46,10,0,Matches,578,11,90,251,263,59,578,74,31,41.9,38,51.4,381,3109,1775,59,41,27,45,33,396,104,Matches
14541,Lassana Coulibaly,Midfield,Central Midfield,ml MLI,MF,Salernitana,it Serie A,27,1996,23.1,0,13,3,23.1,0.56,0.13,0,0,20.5,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,736,873,84.3,11985,3305,358,400,89.5,305,347,87.9,52,68,76.5,1,0.8,0.9,0.2,11,80,6,2,88,Matches,873,852,14,14,1,5,8,0,0,0,0,0,736,7,20,Matches,40,1.73,35,0,0,1,2,2,0,0,0,0,0,0,0,0,Matches,47,32,20,21,6,22,49,44.9,27,23,5,18,16,63,29,0,Matches,1092,48,215,694,201,23,1092,36,15,41.7,18,50,650,4062,1750,29,35,1,38,33,711,38,Matches
14581,Laurent Abergel,Midfield,Defensive Midfield,fr FRA,MF,Lorient,fr Ligue 1,30,1993,31.8,2,26,11,42.3,0.82,0.35,0.08,0.18,26.5,0,0,0,1.1,1.1,0.04,0.9,0.9,Matches,1551,1836,84.5,27382,8613,629,707,89,711,802,88.7,150,233,64.4,1,2.2,1.9,-1.2,30,188,23,3,194,Matches,1836,1743,88,68,6,13,34,14,0,0,0,0,1551,5,25,Matches,81,2.55,67,3,2,1,2,6,5,0.16,3,0,1,0,0,1,Matches,85,52,43,34,8,38,96,39.6,58,29,6,23,61,146,61,3,Matches,2164,105,553,1288,349,10,2164,65,44,67.7,18,27.7,1649,8707,3892,38,49,3,32,30,1502,51,Matches
14621,Lazar Samardzic,Attack,Attacking Midfield,rs SRB,MF,Udinese,it Serie A,21,2002,26.4,6,56,16,28.6,2.12,0.61,0.09,0.31,25.7,13,1,1,3.5,2.8,0.05,2.5,2.2,Matches,733,987,74.3,13441,4485,341,392,87,246,316,77.8,122,221,55.2,2,5.5,5,-3.5,62,86,15,4,83,Matches,987,809,171,58,4,20,124,18,86,39,37,0,733,7,16,Matches,124,4.7,62,38,14,6,2,2,6,0.23,1,1,3,1,0,0,Matches,40,19,18,18,4,16,39,41,23,26,6,20,10,50,25,0,Matches,1284,39,216,616,487,32,1283,101,47,46.5,49,48.5,656,4109,2253,65,39,8,53,20,735,91,Matches
14658,Leandro Paredes,Midfield,Defensive Midfield,ar ARG,MF,Roma,it Serie A,29,1994,29.3,3,29,3,10.3,0.99,0.1,0,0,28.6,4,3,3,3.3,1,0.03,-0.3,-1,Matches,1880,2129,88.3,35052,11864,748,791,94.6,885,956,92.6,224,330,67.9,5,2.3,2.5,2.7,27,219,16,2,214,Matches,2129,1950,177,104,3,20,82,12,60,33,24,0,1880,2,20,Matches,80,2.73,51,20,1,3,3,2,9,0.31,4,3,0,1,1,0,Matches,57,36,30,22,5,33,77,42.9,44,26,7,19,29,86,43,1,Matches,2332,102,562,1461,322,9,2329,18,8,44.4,6,33.3,1428,7224,3762,36,36,3,15,9,1684,19,Matches
14672,Leandro Trossard,Attack,Left Winger,be BEL,"FW,MF",Arsenal,eng Premier League,28,1994,18.3,12,60,22,36.7,3.27,1.2,0.2,0.55,16.1,0,0,0,7.9,7.9,0.13,4.1,4.1,Matches,494,673,73.4,7666,1927,271,315,86,181,241,75.1,31,60,51.7,1,2.8,3.2,-1.8,24,28,29,4,76,Matches,673,625,46,6,8,2,57,8,24,22,0,0,494,2,30,Matches,65,3.55,46,3,7,5,4,0,6,0.33,1,1,2,0,2,0,Matches,27,16,8,9,10,9,25,36,16,27,1,26,8,35,6,0,Matches,912,15,105,318,502,121,912,47,25,53.2,16,34,591,3651,1732,66,43,27,47,39,650,155,Matches
14675,Lebo Mothiba,Attack,Centre-Forward,za RSA,FW,Strasbourg,fr Ligue 1,27,1996,6.9,3,16,7,43.8,2.33,1.02,0.19,0.43,9.8,0,0,0,4.6,4.6,0.31,-1.6,-1.6,Matches,86,118,72.9,1087,191,53,64,82.8,23,31,74.2,2,2,100,0,0.2,0.5,-0.2,5,6,2,1,9,Matches,118,115,1,0,0,0,1,0,0,0,0,0,86,2,3,Matches,12,1.75,8,0,1,1,2,0,1,0.15,0,0,0,1,0,0,Matches,5,2,1,4,0,3,4,75,1,6,1,5,0,5,11,0,Matches,183,13,17,64,103,37,183,5,4,80,1,20,141,806,280,8,6,5,16,11,152,27,Matches
14741,Leny Yoro,Defender,Centre-Back,fr FRA,DF,Lille,fr Ligue 1,17,2005,29.7,2,14,8,57.1,0.47,0.27,0.14,0.25,9.6,0,0,0,1.5,1.5,0.11,0.5,0.5,Matches,1731,1880,92.1,31353,9753,628,657,95.6,936,979,95.6,124,193,64.2,0,0.1,0.3,-0.1,2,52,1,0,68,Matches,1880,1796,83,47,0,12,1,4,0,0,0,0,1731,1,4,Matches,15,0.51,9,1,0,3,0,2,3,0.1,1,0,0,2,0,0,Matches,36,25,27,7,2,17,31,54.8,14,20,14,6,36,72,97,1,Matches,2118,241,1046,1048,35,18,2118,11,8,72.7,2,18.2,1639,8150,4082,8,7,0,15,1,1540,3,Matches
14775,Leon Bailey,Attack,Left Winger,jm JAM,"MF,FW",Aston Villa,eng Premier League,25,1997,23,10,53,18,34,2.31,0.78,0.19,0.56,16.1,1,0,0,6.3,6.3,0.12,3.7,3.7,Matches,573,790,72.5,8993,2559,327,391,83.6,184,242,76,48,82,58.5,9,9.2,7.3,-0.2,52,38,51,7,82,Matches,790,745,40,2,11,7,75,9,29,20,0,0,573,5,38,Matches,97,4.22,70,7,9,7,3,1,11,0.48,7,1,1,2,0,0,Matches,13,7,7,4,2,5,20,25,15,18,1,17,9,22,6,0,Matches,1040,19,151,318,589,129,1040,119,57,47.9,50,42,717,5148,2495,102,47,41,51,41,764,226,Matches
14786,Leon Goretzka,Midfield,Central Midfield,de GER,MF,Bayern Munich,de Bundesliga,28,1995,24.9,6,56,14,25,2.25,0.56,0.11,0.43,17.5,0,0,0,5,5,0.09,1,1,Matches,1559,1754,88.9,25969,7112,754,819,92.1,681,739,92.2,99,136,72.8,7,5.3,4.7,1.7,32,176,27,2,176,Matches,1754,1708,43,30,9,10,10,10,0,0,0,0,1559,3,22,Matches,71,2.85,64,1,2,2,1,1,12,0.48,12,0,0,0,0,0,Matches,41,23,18,14,9,24,54,44.4,30,44,8,36,31,72,42,1,Matches,2016,78,453,1148,435,61,2016,24,13,54.2,8,33.3,1141,6277,3520,66,56,1,14,14,1511,71,Matches
14808,Leonardo Balerdi,Defender,Centre-Back,ar ARG,DF,Marseille,fr Ligue 1,24,1999,25.2,2,14,4,28.6,0.55,0.16,0.14,0.5,17.4,0,0,0,0.9,0.9,0.06,1.1,1.1,Matches,1402,1628,86.1,26569,9543,520,562,92.5,678,753,90,169,260,65,0,0.2,0.5,-0.2,5,115,3,0,122,Matches,1628,1560,64,51,0,14,2,4,1,0,0,0,1402,4,12,Matches,27,1.07,24,1,1,0,1,0,3,0.12,2,0,0,0,1,0,Matches,79,50,55,23,1,49,67,73.1,18,38,15,23,51,130,91,0,Matches,1936,188,845,1036,73,18,1936,18,9,50,6,33.3,1412,7846,4056,19,23,0,17,10,1271,6,Matches
