,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh_df8,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches_x,Cmp_x,Att_x,Cmp%,TotDist_df10,PrgDist_df10,Cmp_x.1,Att_x.1,Cmp%.1,Cmp_x.2,Att_x.2,Cmp%.2,Cmp_x.3,Att_x.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3_df10,PPA,CrsPA,PrgP,Matches_y,Att_y,Live_df10,Dead,FK_y,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_y,Off,Blocksdf9,Matches_df8,SCA,SCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh_df4.1,Fld.1,Def.1,Matches_df4,Tkl,TklW,Def 3rd_df10,Mid 3rd_df10,Att 3rd_df10,Tkl.1,Att_df10,Tkl%,Lost,Blocks_df5,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches_df10,Touches,Def Pen,Def 3rd_df6,Mid 3rd_df6,Att 3rd_df6,Att Pen,Live_df6,Att_df6,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_df6,PrgDist_df6,PrgC,1/3_df6,CPA,Mis,Dis,Rec,PrgR,Matches_df6,position,sub_position
599,Eddie Nketiah,eng ENG,FW,Arsenal,eng Premier League,24.0,1999.0,12.0,5.0,38.0,12.0,31.6,3.16,1.0,0.13,0.42,12.7,0.0,0.0,0.0,4.5,4.5,0.12,0.5,0.5,Matches,168.0,215.0,78.1,2332.0,267.0,98.0,118.0,83.1,60.0,72.0,83.3,3.0,4.0,75.0,2.0,0.8,0.7,1.2,9.0,7.0,5.0,0.0,20.0,Matches,215.0,199.0,16.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,168.0,0.0,10.0,Matches,28.0,2.33,17.0,0.0,3.0,5.0,3.0,0.0,8.0,0.67,3.0,0.0,1.0,1.0,3.0,0.0,Matches,12.0,7.0,2.0,6.0,4.0,2.0,7.0,28.6,5.0,11.0,0.0,11.0,4.0,16.0,4.0,0.0,Matches,371.0,5.0,18.0,148.0,207.0,75.0,371.0,30.0,8.0,26.7,15.0,50.0,236.0,1195.0,497.0,22.0,12.0,11.0,38.0,18.0,275.0,77.0,Matches,Attack,Centre-Forward
600,Ederson,br BRA,GK,Manchester City,eng Premier League,29.0,1993.0,30.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,1077.0,1234.0,87.3,25898.0,17578.0,275.0,276.0,99.6,560.0,570.0,98.2,239.0,381.0,62.7,0.0,0.1,0.1,-0.1,1.0,25.0,1.0,0.0,4.0,Matches,1234.0,1077.0,157.0,43.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.0,0.0,1.0,Matches,7.0,0.23,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,Matches,1283.0,965.0,1263.0,20.0,0.0,0.0,1283.0,1.0,1.0,100.0,0.0,0.0,847.0,3714.0,2353.0,0.0,0.0,0.0,0.0,0.0,842.0,0.0,Matches,Attack,Attacking Midfield
601,Ederson,br BRA,GK,Manchester City,eng Premier League,29.0,1993.0,30.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Matches,1077.0,1234.0,87.3,25898.0,17578.0,275.0,276.0,99.6,560.0,570.0,98.2,239.0,381.0,62.7,0.0,0.1,0.1,-0.1,1.0,25.0,1.0,0.0,4.0,Matches,1234.0,1077.0,157.0,43.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.0,0.0,1.0,Matches,7.0,0.23,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,Matches,1283.0,965.0,1263.0,20.0,0.0,0.0,1283.0,1.0,1.0,100.0,0.0,0.0,847.0,3714.0,2353.0,0.0,0.0,0.0,0.0,0.0,842.0,0.0,Matches,Midfield,Central Midfield
602,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,27.0,1996.0,14.3,0.0,15.0,0.0,0.0,1.05,0.0,0.0,,26.8,3.0,0.0,0.0,0.5,0.5,0.03,-0.5,-0.5,Matches,615.0,801.0,76.8,12814.0,5042.0,214.0,242.0,88.4,295.0,335.0,88.1,98.0,200.0,49.0,2.0,0.7,1.9,1.3,18.0,54.0,11.0,3.0,53.0,Matches,801.0,705.0,90.0,44.0,2.0,10.0,53.0,18.0,28.0,15.0,9.0,1.0,615.0,6.0,9.0,Matches,35.0,2.44,15.0,15.0,1.0,3.0,0.0,1.0,2.0,0.14,1.0,1.0,0.0,0.0,0.0,0.0,Matches,25.0,16.0,15.0,9.0,1.0,16.0,24.0,66.7,8.0,14.0,6.0,8.0,22.0,47.0,52.0,0.0,Matches,951.0,98.0,403.0,418.0,138.0,4.0,951.0,8.0,6.0,75.0,2.0,25.0,483.0,2609.0,1467.0,9.0,12.0,1.0,6.0,5.0,532.0,9.0,Matches,Midfield,Central Midfield
603,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,24.0,1999.0,23.2,0.0,12.0,1.0,8.3,0.52,0.04,0.0,0.0,16.3,0.0,0.0,0.0,1.0,1.0,0.08,-1.0,-1.0,Matches,1795.0,1973.0,91.0,29578.0,12526.0,878.0,930.0,94.4,758.0,813.0,93.2,118.0,167.0,70.7,1.0,1.0,1.4,0.0,9.0,193.0,8.0,0.0,164.0,Matches,1973.0,1896.0,72.0,40.0,5.0,11.0,5.0,10.0,0.0,0.0,0.0,0.0,1795.0,5.0,10.0,Matches,38.0,1.64,36.0,1.0,0.0,0.0,1.0,0.0,6.0,0.26,6.0,0.0,0.0,0.0,0.0,0.0,Matches,34.0,25.0,17.0,15.0,2.0,17.0,24.0,70.8,7.0,21.0,10.0,11.0,24.0,58.0,52.0,3.0,Matches,2156.0,157.0,709.0,1290.0,177.0,23.0,2156.0,17.0,13.0,76.5,3.0,17.6,1495.0,8947.0,5271.0,49.0,45.0,1.0,13.0,7.0,1599.0,12.0,Matches,Defender,Centre-Back
604,Edoardo Bove,it ITA,MF,Roma,it Serie A,21.0,2002.0,19.8,0.0,19.0,6.0,31.6,0.96,0.3,0.0,0.0,17.8,0.0,0.0,0.0,2.0,2.0,0.1,-2.0,-2.0,Matches,649.0,780.0,83.2,9698.0,2639.0,378.0,423.0,89.4,225.0,258.0,87.2,31.0,48.0,64.6,2.0,0.7,1.2,1.3,16.0,59.0,19.0,1.0,88.0,Matches,780.0,764.0,11.0,10.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,649.0,5.0,19.0,Matches,40.0,2.02,34.0,0.0,1.0,0.0,5.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Matches,60.0,31.0,16.0,31.0,13.0,27.0,46.0,58.7,19.0,21.0,1.0,20.0,11.0,71.0,11.0,1.0,Matches,980.0,20.0,165.0,557.0,265.0,36.0,980.0,18.0,9.0,50.0,7.0,38.9,558.0,2442.0,1095.0,21.0,24.0,2.0,27.0,27.0,662.0,47.0,Matches,Midfield,Central Midfield
605,Edoardo Goldaniga,it ITA,DF,Cagliari,it Serie A,29.0,1993.0,11.2,0.0,4.0,3.0,75.0,0.36,0.27,0.0,0.0,7.9,0.0,0.0,0.0,0.5,0.5,0.14,-0.5,-0.5,Matches,438.0,553.0,79.2,9533.0,3744.0,116.0,132.0,87.9,251.0,284.0,88.4,68.0,130.0,52.3,0.0,0.1,0.4,-0.1,4.0,37.0,6.0,3.0,50.0,Matches,553.0,505.0,46.0,19.0,0.0,19.0,10.0,26.0,0.0,0.0,0.0,0.0,438.0,2.0,0.0,Matches,15.0,1.34,11.0,0.0,0.0,3.0,0.0,1.0,1.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0,Matches,12.0,7.0,9.0,3.0,0.0,4.0,10.0,40.0,6.0,11.0,7.0,4.0,15.0,27.0,37.0,1.0,Matches,648.0,70.0,314.0,293.0,44.0,5.0,648.0,0.0,0.0,,0.0,,318.0,1757.0,1217.0,9.0,6.0,0.0,7.0,0.0,386.0,3.0,Matches,Defender,Centre-Back
606,Edon Zhegrova,xk KVX,FW,Lille,fr Ligue 1,24.0,1999.0,25.4,6.0,82.0,29.0,35.4,3.23,1.14,0.07,0.21,20.3,8.0,0.0,0.0,6.2,6.2,0.08,-0.2,-0.2,Matches,764.0,1043.0,73.3,12061.0,3392.0,408.0,473.0,86.3,296.0,394.0,75.1,42.0,115.0,36.5,6.0,6.2,7.8,-0.2,46.0,43.0,53.0,13.0,90.0,Matches,1043.0,905.0,137.0,24.0,1.0,3.0,174.0,28.0,85.0,34.0,30.0,0.0,764.0,1.0,33.0,Matches,123.0,4.84,63.0,20.0,25.0,10.0,5.0,0.0,15.0,0.59,9.0,1.0,5.0,0.0,0.0,0.0,Matches,32.0,18.0,9.0,15.0,8.0,14.0,36.0,38.9,22.0,17.0,1.0,16.0,8.0,40.0,8.0,0.0,Matches,1387.0,17.0,110.0,463.0,842.0,115.0,1387.0,174.0,90.0,51.7,76.0,43.7,1013.0,7820.0,3825.0,110.0,78.0,54.0,55.0,50.0,986.0,322.0,Matches,Attack,Right Winger
608,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,es La Liga,20.0,2002.0,20.2,0.0,17.0,7.0,41.2,0.84,0.35,0.0,0.0,22.7,0.0,0.0,0.0,0.9,0.9,0.05,-0.9,-0.9,Matches,1205.0,1328.0,90.7,19473.0,4856.0,593.0,629.0,94.3,505.0,540.0,93.5,75.0,102.0,73.5,2.0,1.4,1.8,0.6,20.0,100.0,14.0,3.0,106.0,Matches,1328.0,1278.0,44.0,24.0,4.0,9.0,4.0,20.0,0.0,0.0,0.0,0.0,1205.0,6.0,12.0,Matches,58.0,2.87,45.0,0.0,3.0,1.0,4.0,5.0,6.0,0.3,5.0,0.0,1.0,0.0,0.0,0.0,Matches,76.0,47.0,39.0,29.0,8.0,23.0,39.0,59.0,16.0,36.0,8.0,28.0,29.0,105.0,29.0,1.0,Matches,1605.0,55.0,399.0,885.0,344.0,20.0,1605.0,69.0,36.0,52.2,18.0,26.1,1011.0,5798.0,3129.0,49.0,56.0,5.0,26.0,24.0,1196.0,31.0,Matches,Midfield,Central Midfield
610,Elayis Tavsan,nl NED,"MF,FW",Hellas Verona,it Serie A,22.0,2001.0,0.6,0.0,3.0,1.0,33.3,5.4,1.8,0.0,0.0,23.9,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,Matches,7.0,8.0,87.5,143.0,42.0,3.0,3.0,100.0,3.0,3.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Matches,8.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,Matches,1.0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,14.0,0.0,3.0,3.0,8.0,1.0,14.0,1.0,1.0,100.0,0.0,0.0,10.0,82.0,46.0,2.0,1.0,1.0,0.0,0.0,10.0,1.0,Matches,Attack,Right Winger
612,Eldor Shomurodov,uz UZB,"FW,MF",Cagliari,it Serie A,28.0,1995.0,10.4,3.0,21.0,7.0,33.3,2.02,0.67,0.14,0.43,11.9,0.0,0.0,0.0,3.5,3.5,0.19,-0.5,-0.5,Matches,153.0,230.0,66.5,2048.0,487.0,97.0,131.0,74.0,44.0,59.0,74.6,6.0,14.0,42.9,3.0,1.7,1.1,1.3,10.0,10.0,5.0,2.0,18.0,Matches,230.0,212.0,17.0,0.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,153.0,1.0,7.0,Matches,24.0,2.31,16.0,0.0,3.0,4.0,1.0,0.0,8.0,0.77,4.0,0.0,2.0,2.0,0.0,0.0,Matches,11.0,4.0,2.0,6.0,3.0,6.0,10.0,60.0,4.0,5.0,0.0,5.0,4.0,15.0,4.0,0.0,Matches,364.0,4.0,33.0,164.0,174.0,46.0,364.0,28.0,10.0,35.7,16.0,57.1,191.0,1087.0,348.0,12.0,13.0,7.0,47.0,19.0,246.0,52.0,Matches,Attack,Centre-Forward
618,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,21.0,2002.0,1.1,0.0,1.0,1.0,100.0,0.88,0.88,0.0,0.0,22.6,0.0,0.0,0.0,0.1,0.1,0.08,-0.1,-0.1,Matches,50.0,63.0,79.4,817.0,348.0,24.0,28.0,85.7,19.0,26.0,73.1,5.0,7.0,71.4,1.0,1.0,0.7,0.0,2.0,5.0,1.0,0.0,10.0,Matches,63.0,61.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,Matches,2.0,1.78,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89,1.0,0.0,0.0,0.0,0.0,0.0,Matches,3.0,1.0,0.0,3.0,0.0,2.0,4.0,50.0,2.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,Matches,76.0,3.0,20.0,41.0,17.0,1.0,76.0,3.0,2.0,66.7,1.0,33.3,50.0,273.0,129.0,2.0,4.0,1.0,2.0,1.0,41.0,2.0,Matches,Midfield,Central Midfield
619,Elliot Anderson,eng ENG,"MF,FW",Newcastle Utd,eng Premier League,20.0,2002.0,11.4,0.0,19.0,4.0,21.1,1.67,0.35,0.0,0.0,14.5,0.0,0.0,0.0,1.5,1.5,0.08,-1.5,-1.5,Matches,370.0,460.0,80.4,5041.0,1322.0,241.0,274.0,88.0,108.0,130.0,83.1,8.0,27.0,29.6,2.0,1.9,1.2,0.1,15.0,36.0,12.0,0.0,57.0,Matches,460.0,431.0,29.0,3.0,4.0,1.0,19.0,25.0,1.0,0.0,0.0,0.0,370.0,0.0,9.0,Matches,34.0,2.98,28.0,0.0,4.0,2.0,0.0,0.0,3.0,0.26,3.0,0.0,0.0,0.0,0.0,0.0,Matches,24.0,18.0,12.0,9.0,3.0,15.0,29.0,51.7,14.0,23.0,4.0,19.0,8.0,32.0,23.0,0.0,Matches,640.0,23.0,109.0,278.0,267.0,46.0,640.0,43.0,21.0,48.8,18.0,41.9,364.0,2272.0,1213.0,37.0,23.0,4.0,28.0,22.0,416.0,70.0,Matches,Attack,Attacking Midfield
620,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,28.0,1995.0,24.1,2.0,18.0,8.0,44.4,0.75,0.33,0.11,0.25,16.7,0.0,0.0,0.0,2.3,2.3,0.13,-0.3,-0.3,Matches,1082.0,1287.0,84.1,17184.0,4753.0,541.0,593.0,91.2,432.0,495.0,87.3,71.0,120.0,59.2,2.0,1.0,1.9,1.0,19.0,76.0,16.0,0.0,110.0,Matches,1287.0,1249.0,36.0,32.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1082.0,2.0,20.0,Matches,41.0,1.7,35.0,0.0,1.0,3.0,2.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,Matches,44.0,24.0,18.0,19.0,7.0,19.0,36.0,52.8,17.0,33.0,4.0,29.0,39.0,83.0,47.0,2.0,Matches,1556.0,87.0,452.0,906.0,206.0,30.0,1556.0,17.0,12.0,70.6,5.0,29.4,773.0,3297.0,1338.0,10.0,18.0,1.0,28.0,25.0,1002.0,28.0,Matches,Midfield,Defensive Midfield
621,Elseid Hysaj,al ALB,DF,Lazio,it Serie A,29.0,1994.0,13.3,0.0,2.0,1.0,50.0,0.15,0.08,0.0,0.0,18.1,0.0,0.0,0.0,0.2,0.2,0.12,-0.2,-0.2,Matches,713.0,850.0,83.9,10858.0,4236.0,400.0,438.0,91.3,248.0,291.0,85.2,41.0,78.0,52.6,0.0,0.4,1.0,-0.4,9.0,46.0,10.0,5.0,51.0,Matches,850.0,734.0,115.0,15.0,1.0,0.0,18.0,100.0,0.0,0.0,0.0,0.0,713.0,1.0,8.0,Matches,21.0,1.57,18.0,2.0,0.0,0.0,1.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches,24.0,14.0,8.0,13.0,3.0,15.0,24.0,62.5,9.0,16.0,6.0,10.0,17.0,41.0,31.0,0.0,Matches,967.0,45.0,310.0,496.0,166.0,8.0,967.0,8.0,2.0,25.0,6.0,75.0,483.0,2815.0,1444.0,27.0,23.0,1.0,12.0,8.0,619.0,41.0,Matches,Defender,Right-Back
623,Elye Wahi,fr FRA,FW,Lens,fr Ligue 1,20.0,2003.0,18.8,9.0,59.0,30.0,50.8,3.14,1.6,0.14,0.27,13.3,0.0,1.0,1.0,11.5,10.7,0.18,-2.5,-2.7,Matches,214.0,295.0,72.5,2542.0,322.0,125.0,160.0,78.1,55.0,79.0,69.6,7.0,11.0,63.6,3.0,2.6,1.0,0.4,16.0,8.0,4.0,0.0,15.0,Matches,295.0,258.0,36.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,214.0,1.0,8.0,Matches,41.0,2.18,23.0,1.0,3.0,6.0,5.0,3.0,3.0,0.16,1.0,1.0,0.0,1.0,0.0,0.0,Matches,6.0,4.0,1.0,3.0,2.0,2.0,10.0,20.0,8.0,5.0,1.0,4.0,3.0,9.0,3.0,0.0,Matches,481.0,1.0,18.0,196.0,276.0,115.0,480.0,44.0,17.0,38.6,20.0,45.5,362.0,2398.0,1024.0,52.0,24.0,26.0,57.0,25.0,360.0,171.0,Matches,Attack,Centre-Forward
624,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,20.0,2003.0,23.1,8.0,47.0,20.0,42.6,2.04,0.87,0.17,0.4,12.0,0.0,0.0,1.0,10.8,10.0,0.21,-2.8,-2.0,Matches,215.0,294.0,73.1,2721.0,378.0,124.0,168.0,73.8,69.0,90.0,76.7,1.0,5.0,20.0,1.0,0.4,0.4,0.6,9.0,11.0,2.0,0.0,11.0,Matches,294.0,278.0,16.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,215.0,0.0,10.0,Matches,28.0,1.21,16.0,0.0,5.0,3.0,4.0,0.0,5.0,0.22,1.0,0.0,1.0,2.0,1.0,0.0,Matches,8.0,5.0,2.0,4.0,2.0,4.0,9.0,44.4,5.0,13.0,3.0,10.0,2.0,10.0,25.0,0.0,Matches,504.0,28.0,44.0,237.0,232.0,88.0,503.0,34.0,10.0,29.4,22.0,64.7,352.0,2016.0,598.0,24.0,19.0,13.0,46.0,29.0,366.0,115.0,Matches,Attack,Centre-Forward
625,Emanuel Vignato,it ITA,"MF,FW",Salernitana,it Serie A,22.0,2000.0,3.5,0.0,1.0,0.0,0.0,0.29,0.0,0.0,,15.6,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,Matches,90.0,120.0,75.0,1419.0,407.0,48.0,57.0,84.2,29.0,39.0,74.4,7.0,10.0,70.0,1.0,0.3,0.1,0.7,5.0,11.0,0.0,0.0,11.0,Matches,120.0,115.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,5.0,Matches,7.0,2.03,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0,Matches,10.0,7.0,4.0,5.0,1.0,5.0,6.0,83.3,1.0,1.0,0.0,1.0,1.0,11.0,7.0,0.0,Matches,154.0,5.0,31.0,86.0,37.0,4.0,154.0,2.0,1.0,50.0,0.0,0.0,86.0,497.0,192.0,5.0,5.0,1.0,8.0,1.0,97.0,14.0,Matches,Attack,Right Winger
626,Emanuele Valeri,it ITA,DF,Frosinone,it Serie A,24.0,1998.0,13.1,0.0,19.0,3.0,15.8,1.45,0.23,0.0,0.0,24.4,0.0,0.0,0.0,0.9,0.9,0.05,-0.9,-0.9,Matches,341.0,560.0,60.9,5852.0,2970.0,165.0,199.0,82.9,122.0,198.0,61.6,40.0,117.0,34.2,1.0,2.4,1.6,-1.4,23.0,32.0,13.0,9.0,41.0,Matches,560.0,398.0,160.0,16.0,1.0,2.0,73.0,125.0,18.0,3.0,14.0,0.0,341.0,2.0,17.0,Matches,37.0,2.83,28.0,4.0,0.0,1.0,2.0,2.0,2.0,0.15,1.0,0.0,0.0,0.0,1.0,0.0,Matches,19.0,16.0,10.0,5.0,4.0,10.0,21.0,47.6,11.0,14.0,3.0,11.0,9.0,28.0,22.0,0.0,Matches,702.0,42.0,174.0,275.0,263.0,28.0,702.0,37.0,12.0,32.4,24.0,64.9,285.0,1804.0,1000.0,38.0,26.0,6.0,16.0,7.0,342.0,61.0,Matches,Defender,Left-Back
627,Emerson,br BRA,DF,Tottenham,eng Premier League,24.0,1999.0,12.9,1.0,6.0,3.0,50.0,0.47,0.23,0.17,0.33,22.5,0.0,0.0,0.0,0.2,0.2,0.03,0.8,0.8,Matches,937.0,1038.0,90.3,13652.0,3714.0,529.0,558.0,94.8,339.0,362.0,93.6,32.0,45.0,71.1,0.0,0.4,0.9,-0.4,3.0,42.0,7.0,2.0,57.0,Matches,1038.0,915.0,122.0,45.0,1.0,2.0,14.0,75.0,0.0,0.0,0.0,0.0,937.0,1.0,23.0,Matches,21.0,1.63,15.0,2.0,0.0,1.0,2.0,1.0,3.0,0.23,1.0,2.0,0.0,0.0,0.0,0.0,Matches,36.0,24.0,23.0,10.0,3.0,21.0,43.0,48.8,22.0,23.0,10.0,13.0,20.0,56.0,50.0,1.0,Matches,1220.0,103.0,462.0,517.0,249.0,12.0,1220.0,21.0,10.0,47.6,6.0,28.6,686.0,2759.0,1292.0,21.0,19.0,2.0,15.0,12.0,814.0,35.0,Matches,Defender,Centre-Back
628,Emerson,br BRA,DF,Tottenham,eng Premier League,24.0,1999.0,12.9,1.0,6.0,3.0,50.0,0.47,0.23,0.17,0.33,22.5,0.0,0.0,0.0,0.2,0.2,0.03,0.8,0.8,Matches,937.0,1038.0,90.3,13652.0,3714.0,529.0,558.0,94.8,339.0,362.0,93.6,32.0,45.0,71.1,0.0,0.4,0.9,-0.4,3.0,42.0,7.0,2.0,57.0,Matches,1038.0,915.0,122.0,45.0,1.0,2.0,14.0,75.0,0.0,0.0,0.0,0.0,937.0,1.0,23.0,Matches,21.0,1.63,15.0,2.0,0.0,1.0,2.0,1.0,3.0,0.23,1.0,2.0,0.0,0.0,0.0,0.0,Matches,36.0,24.0,23.0,10.0,3.0,21.0,43.0,48.8,22.0,23.0,10.0,13.0,20.0,56.0,50.0,1.0,Matches,1220.0,103.0,462.0,517.0,249.0,12.0,1220.0,21.0,10.0,47.6,6.0,28.6,686.0,2759.0,1292.0,21.0,19.0,2.0,15.0,12.0,814.0,35.0,Matches,Defender,Left-Back
630,Emil Bohinen,no NOR,MF,Salernitana,it Serie A,24.0,1999.0,5.9,0.0,4.0,0.0,0.0,0.67,0.0,0.0,,24.3,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,Matches,262.0,333.0,78.7,4069.0,1031.0,130.0,153.0,85.0,103.0,121.0,85.1,16.0,24.0,66.7,0.0,0.2,0.1,-0.2,5.0,18.0,2.0,0.0,26.0,Matches,333.0,321.0,12.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,16.0,Matches,12.0,2.02,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,Matches,8.0,6.0,5.0,3.0,0.0,2.0,10.0,20.0,8.0,8.0,2.0,6.0,14.0,22.0,6.0,1.0,Matches,406.0,13.0,101.0,237.0,74.0,4.0,406.0,12.0,5.0,41.7,7.0,58.3,208.0,1122.0,500.0,7.0,8.0,0.0,10.0,5.0,262.0,10.0,Matches,Midfield,Central Midfield
632,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,31.0,1991.0,5.2,2.0,11.0,4.0,36.4,2.13,0.78,0.18,0.5,22.5,1.0,0.0,1.0,1.4,0.6,0.05,0.6,1.4,Matches,163.0,199.0,81.9,2572.0,551.0,95.0,107.0,88.8,54.0,60.0,90.0,12.0,17.0,70.6,1.0,0.9,0.4,0.1,6.0,14.0,3.0,0.0,22.0,Matches,199.0,190.0,7.0,1.0,0.0,3.0,8.0,0.0,5.0,3.0,2.0,0.0,163.0,2.0,6.0,Matches,16.0,3.1,11.0,2.0,0.0,3.0,0.0,0.0,4.0,0.78,3.0,0.0,0.0,1.0,0.0,0.0,Matches,7.0,3.0,2.0,5.0,0.0,5.0,12.0,41.7,7.0,7.0,0.0,7.0,0.0,7.0,5.0,0.0,Matches,261.0,7.0,25.0,132.0,105.0,19.0,260.0,9.0,3.0,33.3,4.0,44.4,173.0,801.0,290.0,8.0,3.0,4.0,12.0,7.0,196.0,38.0,Matches,Attack,Left Winger
633,Emil Holm,se SWE,DF,Atalanta,it Serie A,23.0,2000.0,10.5,1.0,26.0,8.0,30.8,2.47,0.76,0.04,0.13,11.9,0.0,0.0,0.0,2.7,2.7,0.11,-1.7,-1.7,Matches,304.0,457.0,66.5,4675.0,1618.0,171.0,214.0,79.9,107.0,153.0,69.9,21.0,55.0,38.2,1.0,0.8,1.0,0.2,4.0,18.0,8.0,6.0,27.0,Matches,457.0,362.0,94.0,2.0,1.0,1.0,35.0,92.0,0.0,0.0,0.0,0.0,304.0,1.0,21.0,Matches,20.0,1.9,10.0,3.0,2.0,3.0,2.0,0.0,4.0,0.38,1.0,1.0,0.0,0.0,2.0,0.0,Matches,28.0,19.0,17.0,9.0,2.0,16.0,36.0,44.4,20.0,25.0,3.0,22.0,7.0,35.0,25.0,0.0,Matches,635.0,33.0,161.0,249.0,233.0,43.0,635.0,32.0,18.0,56.3,12.0,37.5,290.0,2133.0,1000.0,28.0,20.0,5.0,35.0,18.0,358.0,80.0,Matches,Defender,Right-Back
634,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,28.0,1994.0,10.1,0.0,4.0,0.0,0.0,0.39,0.0,0.0,,17.9,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2,Matches,488.0,580.0,84.1,7498.0,2971.0,246.0,275.0,89.5,216.0,236.0,91.5,15.0,39.0,38.5,0.0,1.0,0.8,-1.0,9.0,26.0,13.0,7.0,29.0,Matches,580.0,514.0,65.0,11.0,0.0,0.0,17.0,53.0,1.0,0.0,0.0,0.0,488.0,1.0,14.0,Matches,18.0,1.77,13.0,3.0,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,Matches,21.0,14.0,10.0,7.0,4.0,12.0,25.0,48.0,13.0,8.0,3.0,5.0,9.0,30.0,21.0,0.0,Matches,661.0,48.0,279.0,241.0,145.0,10.0,661.0,6.0,3.0,50.0,2.0,33.3,358.0,1588.0,720.0,12.0,9.0,1.0,8.0,3.0,423.0,33.0,Matches,Defender,Right-Back
